source,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections,
REAC,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",REAC:R-HSA-9716542,0.017009401,1.76931098,717,35,3,61498,"A0A2R8Y5V9,B7Z6Z4,B4DJF2",
REAC,CS/DS degradation,REAC:R-HSA-2024101,0.017122531,1.766432033,14,35,1,61498,P21810,
REAC,Diseases of metabolism,REAC:R-HSA-5668914,0.017889603,1.747399308,241,35,2,61498,"P51884,P21810",
REAC,Activation of BAD and translocation to mitochondria ,REAC:R-HSA-111447,0.01807079,1.743022864,15,35,1,61498,B4DJF2,
REAC,"Platelet activation, signaling and aggregation",REAC:R-HSA-76002,0.020087153,1.697081603,258,35,2,61498,"C9JC84,P02671",
REAC,Protein methylation,REAC:R-HSA-8876725,0.020172269,1.695245239,17,35,1,61498,E9PM36,
REAC,RAF/MAP kinase cascade,REAC:R-HSA-5673001,0.020687435,1.684293347,264,35,2,61498,"C9JC84,P02671",
REAC,Formation of ATP by chemiosmotic coupling,REAC:R-HSA-163210,0.021047934,1.67679052,18,35,1,61498,K7EJP1,
REAC,MAPK1/MAPK3 signaling,REAC:R-HSA-5684996,0.02113779,1.674940413,269,35,2,61498,"C9JC84,P02671",
REAC,RHO GTPases activate CIT,REAC:R-HSA-5625900,0.02144523,1.668669296,19,35,1,61498,B7Z6Z4,
REAC,Signaling by Hippo,REAC:R-HSA-2028269,0.02144523,1.668669296,19,35,1,61498,B4DJF2,
REAC,RHO GTPases Activate ROCKs,REAC:R-HSA-5627117,0.02144523,1.668669296,19,35,1,61498,B7Z6Z4,
REAC,Chondroitin sulfate biosynthesis,REAC:R-HSA-2022870,0.02144523,1.668669296,19,35,1,61498,P21810,
REAC,Defective B3GALT6 causes EDSP2 and SEMDJL1,REAC:R-HSA-4420332,0.021815438,1.661236053,20,35,1,61498,P21810,
REAC,"Defective B4GALT7 causes EDS, progeroid type",REAC:R-HSA-3560783,0.021815438,1.661236053,20,35,1,61498,P21810,
REAC,Defective B3GAT3 causes JDSSDHD,REAC:R-HSA-3560801,0.021815438,1.661236053,20,35,1,61498,P21810,
REAC,NOTCH4 Intracellular Domain Regulates Transcription,REAC:R-HSA-9013695,0.021815438,1.661236053,20,35,1,61498,P62736,
REAC,Sema4D induced cell migration and growth-cone collapse,REAC:R-HSA-416572,0.021815438,1.661236053,20,35,1,61498,B7Z6Z4,
REAC,RHO GTPases activate PAKs,REAC:R-HSA-5627123,0.022450871,1.648766811,21,35,1,61498,B7Z6Z4,
REAC,Neurodegenerative Diseases,REAC:R-HSA-8863678,0.022450871,1.648766811,21,35,1,61498,B4DJF2,
REAC,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,REAC:R-HSA-8862803,0.022450871,1.648766811,21,35,1,61498,B4DJF2,
REAC,BBSome-mediated cargo-targeting to cilium,REAC:R-HSA-5620922,0.024415898,1.612327302,23,35,1,61498,P50990,
REAC,MAPK family signaling cascades,REAC:R-HSA-5683057,0.024874043,1.604253625,308,35,2,61498,"C9JC84,P02671",
REAC,Defective Intrinsic Pathway for Apoptosis,REAC:R-HSA-9734009,0.024983732,1.602342684,24,35,1,61498,B4DJF2,
REAC,Sema4D in semaphorin signaling,REAC:R-HSA-400685,0.024983732,1.602342684,24,35,1,61498,B7Z6Z4,
REAC,RHO GTPase Effectors,REAC:R-HSA-195258,0.026077029,1.583741896,319,35,2,61498,"B7Z6Z4,B4DJF2",
REAC,Formation of tubulin folding intermediates by CCT/TriC,REAC:R-HSA-389960,0.026215876,1.581435624,26,35,1,61498,P50990,
REAC,A tetrasaccharide linker sequence is required for GAG synthesis,REAC:R-HSA-1971475,0.026215876,1.581435624,26,35,1,61498,P21810,
REAC,Syndecan interactions,REAC:R-HSA-3000170,0.026215876,1.581435624,26,35,1,61498,E9PC84,
REAC,Calnexin/calreticulin cycle,REAC:R-HSA-901042,0.026215876,1.581435624,26,35,1,61498,K7ELL7,
REAC,EPHA-mediated growth cone collapse,REAC:R-HSA-3928663,0.027536982,1.560083658,28,35,1,61498,B7Z6Z4,
REAC,Keratan sulfate biosynthesis,REAC:R-HSA-2022854,0.027536982,1.560083658,28,35,1,61498,P51884,
REAC,EGR2 and SOX10-mediated initiation of Schwann cell myelination,REAC:R-HSA-9619665,0.027536982,1.560083658,28,35,1,61498,P11047,
REAC,Prefoldin mediated transfer of substrate  to CCT/TriC,REAC:R-HSA-389957,0.027536982,1.560083658,28,35,1,61498,P50990,
REAC,Translation of Structural Proteins,REAC:R-HSA-9683701,0.028173144,1.550164693,29,35,1,61498,K7ELL7,
REAC,Maturation of spike protein,REAC:R-HSA-9694548,0.028173144,1.550164693,29,35,1,61498,K7ELL7,
REAC,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",REAC:R-HSA-9615017,0.028294495,1.548298055,30,35,1,61498,P04040,
REAC,TNFR1-induced NFkappaB signaling pathway,REAC:R-HSA-5357956,0.028294495,1.548298055,30,35,1,61498,D6R909,
REAC,Activation of BH3-only proteins,REAC:R-HSA-114452,0.028294495,1.548298055,30,35,1,61498,B4DJF2,
REAC,MET activates PTK2 signaling,REAC:R-HSA-8874081,0.028294495,1.548298055,30,35,1,61498,P11047,
REAC,Laminin interactions,REAC:R-HSA-3000157,0.028294495,1.548298055,30,35,1,61498,P11047,
REAC,Cristae formation,REAC:R-HSA-8949613,0.029061595,1.536680549,31,35,1,61498,K7EJP1,
REAC,Gluconeogenesis,REAC:R-HSA-70263,0.029819418,1.525500843,32,35,1,61498,P60174,
REAC,Regulation of TNFR1 signaling,REAC:R-HSA-5357905,0.030395419,1.517191867,33,35,1,61498,D6R909,
REAC,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,REAC:R-HSA-389958,0.030395419,1.517191867,33,35,1,61498,P50990,
REAC,Keratan sulfate/keratin metabolism,REAC:R-HSA-1638074,0.031131971,1.506793385,34,35,1,61498,P51884,
REAC,Detoxification of Reactive Oxygen Species,REAC:R-HSA-3299685,0.031507752,1.501582579,35,35,1,61498,P04040,
REAC,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,REAC:R-HSA-532668,0.031507752,1.501582579,35,35,1,61498,K7ELL7,
REAC,Class I MHC mediated antigen processing & presentation,REAC:R-HSA-983169,0.031507752,1.501582579,377,35,2,61498,"C9JC84,P02671",
REAC,Striated Muscle Contraction,REAC:R-HSA-390522,0.032221023,1.491860674,36,35,1,61498,A0A2R8Y5V9,
REAC,RHOV GTPase cycle,REAC:R-HSA-9013424,0.032747065,1.484827615,37,35,1,61498,A0A2R8Y5V9,
REAC,Apoptotic cleavage of cellular proteins,REAC:R-HSA-111465,0.032747065,1.484827615,37,35,1,61498,A0A0A0MS51,
REAC,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,REAC:R-HSA-6814122,0.033083447,1.480389246,38,35,1,61498,P50990,
REAC,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,REAC:R-HSA-8950505,0.033083447,1.480389246,38,35,1,61498,P26038,
REAC,Association of TriC/CCT with target proteins during biosynthesis,REAC:R-HSA-390471,0.033083447,1.480389246,38,35,1,61498,P50990,
REAC,MET promotes cell motility,REAC:R-HSA-8875878,0.034620353,1.460668503,40,35,1,61498,P11047,
REAC,TNF signaling,REAC:R-HSA-75893,0.035948906,1.444314326,42,35,1,61498,D6R909,
REAC,NCAM1 interactions,REAC:R-HSA-419037,0.035948906,1.444314326,42,35,1,61498,C9JNG9,
REAC,SUMOylation of RNA binding proteins,REAC:R-HSA-4570464,0.036602049,1.436494597,43,35,1,61498,P61978,
REAC,Retinoid metabolism and transport,REAC:R-HSA-975634,0.037247926,1.428897899,44,35,1,61498,Q07954,
REAC,Interleukin-12 signaling,REAC:R-HSA-9020591,0.039548706,1.402867721,47,35,1,61498,P26038,
REAC,Metabolism of fat-soluble vitamins,REAC:R-HSA-6806667,0.0399649,1.398321265,48,35,1,61498,Q07954,
REAC,Recycling pathway of L1,REAC:R-HSA-437239,0.0399649,1.398321265,48,35,1,61498,P26038,
REAC,Translation of Structural Proteins,REAC:R-HSA-9694635,0.040372194,1.393917649,49,35,1,61498,K7ELL7,
REAC,Chondroitin sulfate/dermatan sulfate metabolism,REAC:R-HSA-1793185,0.040372194,1.393917649,49,35,1,61498,P21810,
REAC,SARS-CoV-1 Infection,REAC:R-HSA-9678108,0.040976769,1.387462291,50,35,1,61498,K7ELL7,
REAC,Cargo trafficking to the periciliary membrane,REAC:R-HSA-5620920,0.041366948,1.383346517,51,35,1,61498,P50990,
REAC,Apoptotic execution phase,REAC:R-HSA-75153,0.041366948,1.383346517,51,35,1,61498,A0A0A0MS51,
REAC,Intrinsic Pathway for Apoptosis,REAC:R-HSA-109606,0.043330827,1.363203025,54,35,1,61498,B4DJF2,
REAC,Signaling by PDGF,REAC:R-HSA-186797,0.043330827,1.363203025,54,35,1,61498,C9JNG9,
REAC,Heparan sulfate/heparin (HS-GAG) metabolism,REAC:R-HSA-1638091,0.043903757,1.357498316,55,35,1,61498,P21810,
REAC,Interleukin-12 family signaling,REAC:R-HSA-447115,0.045252299,1.344359356,57,35,1,61498,P26038,
REAC,Signaling by Receptor Tyrosine Kinases,REAC:R-HSA-9006934,0.046261739,1.334778049,502,35,2,61498,"P11047,C9JNG9",
REAC,rRNA modification in the nucleus and cytosol,REAC:R-HSA-6790901,0.046261739,1.334778049,59,35,1,61498,E9PM36,
REAC,NCAM signaling for neurite out-growth,REAC:R-HSA-375165,0.046261739,1.334778049,59,35,1,61498,C9JNG9,
REAC,Peroxisomal protein import,REAC:R-HSA-9033241,0.046679407,1.33087467,60,35,1,61498,P04040,
REAC,Semaphorin interactions,REAC:R-HSA-373755,0.049498631,1.305406816,64,35,1,61498,B7Z6Z4,
REAC,Mitochondrial protein import,REAC:R-HSA-1268020,0.050018896,1.300865897,65,35,1,61498,K7EJP1,
REAC,Sensory processing of sound by inner hair cells of the cochlea,REAC:R-HSA-9662360,0.050295447,1.29847133,66,35,1,61498,P26038,
REAC,FOXO-mediated transcription,REAC:R-HSA-9614085,0.050295447,1.29847133,66,35,1,61498,P04040,
REAC,Glycolysis,REAC:R-HSA-70171,0.050566418,1.29613781,67,35,1,61498,P60174,
REAC,Regulation of HSF1-mediated heat shock response,REAC:R-HSA-3371453,0.050566418,1.29613781,67,35,1,61498,B4DJF2,
REAC,Loss of Nlp from mitotic centrosomes,REAC:R-HSA-380259,0.050831965,1.293863104,68,35,1,61498,B4DJF2,
REAC,Loss of proteins required for interphase microtubule organization from the centrosome,REAC:R-HSA-380284,0.050831965,1.293863104,68,35,1,61498,B4DJF2,
REAC,Scavenging of heme from plasma,REAC:R-HSA-2168880,0.051327685,1.289648324,69,35,1,61498,Q07954,
REAC,ISG15 antiviral mechanism,REAC:R-HSA-1169408,0.051818455,1.285515541,70,35,1,61498,E7EN95,
REAC,AURKA Activation by TPX2,REAC:R-HSA-8854518,0.052066596,1.283440815,71,35,1,61498,B4DJF2,
REAC,SARS-CoV-2 Infection,REAC:R-HSA-9694516,0.052066596,1.283440815,71,35,1,61498,K7ELL7,
REAC,Translocation of SLC2A4 (GLUT4) to the plasma membrane,REAC:R-HSA-1445148,0.052546568,1.279455647,72,35,1,61498,B4DJF2,
REAC,Initial triggering of complement,REAC:R-HSA-166663,0.054662848,1.262307744,76,35,1,61498,A0A0G2JL54,
REAC,Signaling by MET,REAC:R-HSA-6806834,0.054662848,1.262307744,76,35,1,61498,P11047,
REAC,"Cell death signalling via NRAGE, NRIF and NADE",REAC:R-HSA-204998,0.054662848,1.262307744,76,35,1,61498,B4DJF2,
REAC,Antiviral mechanism by IFN-stimulated genes,REAC:R-HSA-1169410,0.05582132,1.253199898,78,35,1,61498,E7EN95,
REAC,RMTs methylate histone arginines,REAC:R-HSA-3214858,0.056271352,1.249712648,79,35,1,61498,E9PM36,
REAC,Centrosome maturation,REAC:R-HSA-380287,0.056468276,1.248195468,80,35,1,61498,B4DJF2,
REAC,Recruitment of mitotic centrosome proteins and complexes,REAC:R-HSA-380270,0.056468276,1.248195468,80,35,1,61498,B4DJF2,
REAC,Signaling by NOTCH4,REAC:R-HSA-9013694,0.056908826,1.24482037,81,35,1,61498,P62736,
REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.058711572,1.231276292,84,35,1,61498,B4DJF2,
REAC,Regulation of PLK1 Activity at G2/M Transition,REAC:R-HSA-2565942,0.058882188,1.23001606,85,35,1,61498,B4DJF2,
REAC,Glucose metabolism,REAC:R-HSA-70326,0.058882188,1.23001606,85,35,1,61498,P60174,
REAC,Cellular response to heat stress,REAC:R-HSA-3371556,0.059976048,1.222022158,87,35,1,61498,B4DJF2,
REAC,RAB GEFs exchange GTP for GDP on RABs,REAC:R-HSA-8876198,0.060389592,1.219037905,88,35,1,61498,B4DJF2,
REAC,EPH-Ephrin signaling,REAC:R-HSA-2682334,0.061465511,1.211368502,90,35,1,61498,B7Z6Z4,
REAC,Chaperonin-mediated protein folding,REAC:R-HSA-390466,0.061868137,1.20853296,91,35,1,61498,P50990,
REAC,Mitochondrial biogenesis,REAC:R-HSA-1592230,0.062267,1.205742058,92,35,1,61498,K7EJP1,
REAC,Recruitment of NuMA to mitotic centrosomes,REAC:R-HSA-380320,0.063318557,1.198468994,94,35,1,61498,B4DJF2,
REAC,Visual phototransduction,REAC:R-HSA-2187338,0.063680221,1.195995436,97,35,1,61498,Q07954,
REAC,p75 NTR receptor-mediated signalling,REAC:R-HSA-193704,0.063680221,1.195995436,97,35,1,61498,B4DJF2,
REAC,SLC transporter disorders,REAC:R-HSA-5619102,0.063680221,1.195995436,96,35,1,61498,P02730,
REAC,Anchoring of the basal body to the plasma membrane,REAC:R-HSA-5620912,0.063680221,1.195995436,96,35,1,61498,B4DJF2,
REAC,G2/M DNA damage checkpoint,REAC:R-HSA-69473,0.063680221,1.195995436,95,35,1,61498,B4DJF2,
REAC,Binding and Uptake of Ligands by Scavenger Receptors,REAC:R-HSA-2173782,0.063680221,1.195995436,97,35,1,61498,Q07954,
REAC,Protein folding,REAC:R-HSA-391251,0.064056546,1.193436484,98,35,1,61498,P50990,
REAC,Regulation of Complement cascade,REAC:R-HSA-977606,0.065487125,1.183844078,101,35,1,61498,A0A0G2JL54,
REAC,Hemostasis,REAC:R-HSA-109582,0.065487125,1.183844078,672,35,2,61498,"C9JC84,P02671",
REAC,Diseases of programmed cell death,REAC:R-HSA-9645723,0.065792379,1.181824412,102,35,1,61498,B4DJF2,
REAC,Transport of inorganic cations/anions and amino acids/oligopeptides,REAC:R-HSA-425393,0.06739999,1.171340168,105,35,1,61498,P02730,
REAC,Cytokine Signaling in Immune system,REAC:R-HSA-1280215,0.070400526,1.152424097,705,35,2,61498,"P26038,E7EN95",
REAC,Complement cascade,REAC:R-HSA-166658,0.070567538,1.151395033,111,35,1,61498,A0A0G2JL54,
REAC,HCMV Late Events,REAC:R-HSA-9610379,0.071514752,1.145604366,113,35,1,61498,P61978,
REAC,Vesicle-mediated transport,REAC:R-HSA-5653656,0.0718301,1.143693531,718,35,2,61498,"Q07954,B4DJF2",
REAC,Rab regulation of trafficking,REAC:R-HSA-9007101,0.075202564,1.123767353,120,35,1,61498,B4DJF2,
REAC,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",REAC:R-HSA-163200,0.079125511,1.101683475,127,35,1,61498,K7EJP1,
REAC,Adaptive Immune System,REAC:R-HSA-1280218,0.086767919,1.061640816,806,35,2,61498,"C9JC84,P02671",
REAC,SARS-CoV Infections,REAC:R-HSA-9679506,0.090967879,1.041111932,148,35,1,61498,K7ELL7,
REAC,Cellular response to chemical stress,REAC:R-HSA-9711123,0.095889732,1.018227896,157,35,1,61498,P04040,
REAC,HCMV Infection,REAC:R-HSA-9609646,0.096683518,1.014647556,159,35,1,61498,P61978,
REAC,G2/M Checkpoints,REAC:R-HSA-69481,0.101513704,0.993475326,168,35,1,61498,B4DJF2,
REAC,SUMO E3 ligases SUMOylate target proteins,REAC:R-HSA-3108232,0.102272836,0.990239703,170,35,1,61498,P61978,
REAC,Disorders of transmembrane transporters,REAC:R-HSA-5619115,0.104166062,0.982273756,174,35,1,61498,P02730,
REAC,SUMOylation,REAC:R-HSA-2990846,0.104905551,0.979201533,176,35,1,61498,P61978,
REAC,The citric acid (TCA) cycle and respiratory electron transport,REAC:R-HSA-1428517,0.105073339,0.978507467,177,35,1,61498,K7EJP1,
REAC,mRNA Splicing - Major Pathway,REAC:R-HSA-72163,0.105239549,0.977821023,178,35,1,61498,P61978,
REAC,Metabolism of vitamins and cofactors,REAC:R-HSA-196854,0.108908086,0.962939872,186,35,1,61498,Q07954,
REAC,mRNA Splicing,REAC:R-HSA-72172,0.108908086,0.962939872,186,35,1,61498,P61978,
REAC,Interferon Signaling,REAC:R-HSA-913531,0.112370774,0.949346626,193,35,1,61498,E7EN95,
REAC,G2/M Transition,REAC:R-HSA-69275,0.113051629,0.946723174,195,35,1,61498,B4DJF2,
REAC,Mitotic G2-G2/M phases,REAC:R-HSA-453274,0.113726227,0.944139369,197,35,1,61498,B4DJF2,
REAC,Mitotic Prometaphase,REAC:R-HSA-68877,0.114394638,0.941594331,199,35,1,61498,B4DJF2,
REAC,Signaling by NOTCH,REAC:R-HSA-157118,0.132220283,0.878701917,233,35,1,61498,P62736,
REAC,Processing of Capped Intron-Containing Pre-mRNA,REAC:R-HSA-72203,0.133852243,0.873374345,237,35,1,61498,P61978,
REAC,SLC-mediated transmembrane transport,REAC:R-HSA-425407,0.139138185,0.856553666,248,35,1,61498,P02730,
REAC,Chromatin modifying enzymes,REAC:R-HSA-3247509,0.151029101,0.820939361,273,35,1,61498,E9PM36,
REAC,Chromatin organization,REAC:R-HSA-4839726,0.151029101,0.820939361,273,35,1,61498,E9PM36,
REAC,Cell Cycle Checkpoints,REAC:R-HSA-69620,0.158969604,0.798685908,290,35,1,61498,B4DJF2,
REAC,Generic Transcription Pathway,REAC:R-HSA-212436,0.158969604,0.798685908,1221,35,2,61498,"P04040,B4DJF2",
REAC,Asparagine N-linked glycosylation,REAC:R-HSA-446203,0.165482057,0.78124909,305,35,1,61498,K7ELL7,
REAC,RNA Polymerase II Transcription,REAC:R-HSA-73857,0.182965909,0.737629823,1342,35,2,61498,"P04040,B4DJF2",
REAC,Transcriptional Regulation by TP53,REAC:R-HSA-3700989,0.192043566,0.716600239,362,35,1,61498,B4DJF2,
REAC,Gene expression (Transcription),REAC:R-HSA-74160,0.21042664,0.67689928,1478,35,2,61498,"P04040,B4DJF2",
REAC,M Phase,REAC:R-HSA-68886,0.211822522,0.674027866,407,35,1,61498,B4DJF2,
REAC,RHO GTPase cycle,REAC:R-HSA-9012999,0.230263906,0.637774133,449,35,1,61498,A0A2R8Y5V9,
REAC,Signaling by Interleukins,REAC:R-HSA-449147,0.234390084,0.630060766,460,35,1,61498,P26038,
REAC,"Cell Cycle, Mitotic",REAC:R-HSA-69278,0.271838766,0.56568861,548,35,1,61498,B4DJF2,
REAC,Membrane Trafficking,REAC:R-HSA-199991,0.302352591,0.519486305,624,35,1,61498,B4DJF2,
REAC,Cell Cycle,REAC:R-HSA-1640170,0.322783861,0.491088188,678,35,1,61498,B4DJF2,
REAC,Transport of small molecules,REAC:R-HSA-382551,0.337875516,0.471243278,720,35,1,61498,P02730,
WP,VEGFA-VEGFR2 signaling pathway,WP:WP3888,0.000157655,3.802293023,415,35,5,61498,"E7EN95,C9JC84,P02671,D6R909,B4DJF2",
WP,"COVID-19, thrombosis and anticoagulation",WP:WP4927,0.000184685,3.733567561,7,35,2,61498,"C9JC84,P02671",
WP,Folate metabolism,WP:WP176,0.000197356,3.704750185,71,35,3,61498,"P04040,C9JC84,P02671",
WP,Complement system,WP:WP2806,0.000268442,3.571149496,90,35,3,61498,"P11047,C9JC84,P02671",
WP,Selenium micronutrient network,WP:WP15,0.000268442,3.571149496,85,35,3,61498,"P04040,C9JC84,P02671",
WP,Amplification and expansion of oncogenic pathways as metastatic traits,WP:WP3678,0.00044692,3.349770151,17,35,2,61498,"B1ALD9,E9PC84",
WP,Burn wound healing,WP:WP5055,0.00044692,3.349770151,113,35,3,61498,"E9PC84,P09382,E9PKH2",
WP,Blood clotting cascade,WP:WP272,0.000673556,3.171626148,22,35,2,61498,"C9JC84,P02671",
WP,Angiotensin II receptor type 1 pathway,WP:WP5036,0.000989839,3.004435506,28,35,2,61498,"P62736,D6R909",
WP,Focal adhesion,WP:WP306,0.001295155,2.887678324,190,35,3,61498,"P11047,E9PC84,E7EN95",
WP,Striated muscle contraction pathway,WP:WP383,0.001295155,2.887678324,35,35,2,61498,"A0A2R8Y5V9,P62736",
WP,Network map of SARS-CoV-2 signaling pathway,WP:WP5115,0.001640688,2.784973888,215,35,3,61498,"A0A0A0MS51,C9JC84,P02671",
WP,miRNA targets in ECM and membrane receptors,WP:WP2911,0.00164206,2.784611035,43,35,2,61498,"P11047,C9JNG9",
WP,Fibrin complement receptor 3 signaling pathway,WP:WP4136,0.00164206,2.784611035,44,35,2,61498,"C9JC84,P02671",
WP,Cytoplasmic ribosomal proteins,WP:WP477,0.00366458,2.435975776,69,35,2,61498,"J3KTE4,P63220",
WP,16p11.2 proximal deletion syndrome,WP:WP4949,0.00366458,2.435975776,70,35,2,61498,"P26038,P50990",
WP,PI3K-Akt signaling pathway,WP:WP4172,0.004226144,2.374055666,333,35,3,61498,"P11047,E9PC84,C9JNG9",
WP,Ebola virus infection in host,WP:WP4217,0.010480406,1.979621894,126,35,2,61498,"A0A0A0MS51,E7EN95",
WP,Measles virus infection,WP:WP4630,0.011234135,1.949460356,134,35,2,61498,"P26038,D6R909",
WP,Regulation of actin cytoskeleton,WP:WP51,0.011985709,1.921336255,142,35,2,61498,"A0A0A0MS51,P26038",
WP,Myometrial relaxation and contraction pathways,WP:WP289,0.01273483,1.895006857,150,35,2,61498,"P62736,B4DJF2",
WP,Sudden infant death syndrome (SIDS) susceptibility pathways,WP:WP706,0.012986429,1.886510256,155,35,2,61498,"A0A0G2JL54,B4DJF2",
WP,HIF1A and PPARG regulation of glycolysis,WP:WP2456,0.015268488,1.816203978,8,35,1,61498,P60174,
WP,Glial cell differentiation,WP:WP2276,0.015268488,1.816203978,8,35,1,61498,P26038,
WP,"PtdIns(4,5)P2 in cytokinesis pathway",WP:WP5199,0.020169977,1.695294598,11,35,1,61498,P26038,
WP,Aerobic glycolysis,WP:WP4629,0.02118281,1.674016427,12,35,1,61498,P60174,
WP,Disorders of fructose metabolism,WP:WP5178,0.02212236,1.655168552,13,35,1,61498,P60174,
WP,Familial hyperlipidemia type 3,WP:WP5110,0.022996207,1.638343789,14,35,1,61498,Q07954,
WP,Familial hyperlipidemia type 5,WP:WP5112,0.023810923,1.623223767,15,35,1,61498,Q07954,
WP,15q13.3 copy number variation syndrome,WP:WP4942,0.024470955,1.611349085,16,35,1,61498,E9PKH2,
WP,Familial  hyperlipidemia type 1,WP:WP5108,0.024470955,1.611349085,18,35,1,61498,Q07954,
WP,TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition,WP:WP3859,0.024470955,1.611349085,18,35,1,61498,E9PC84,
WP,Regulation of Wnt / B-catenin signaling by small molecule compounds,WP:WP3664,0.024470955,1.611349085,18,35,1,61498,Q07954,
WP,Cori cycle,WP:WP1946,0.024470955,1.611349085,17,35,1,61498,P60174,
WP,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,WP:WP3932,0.02751731,1.560394024,295,35,2,61498,"P11047,E9PC84",
WP,Familial hyperlipidemia type 4,WP:WP5111,0.02751731,1.560394024,22,35,1,61498,Q07954,
WP,Complement activation,WP:WP545,0.02751731,1.560394024,21,35,1,61498,A0A0G2JL54,
WP,Hypothesized pathways in pathogenesis of cardiovascular disease,WP:WP3668,0.030442669,1.516517275,25,35,1,61498,B1ALD9,
WP,Alpha 6 beta 4 signaling pathway,WP:WP244,0.033994215,1.468594989,33,35,1,61498,P11047,
WP,Fatty acid beta-oxidation,WP:WP143,0.033994215,1.468594989,33,35,1,61498,P60174,
WP,Oxidative stress response,WP:WP408,0.033994215,1.468594989,33,35,1,61498,P04040,
WP,Type I collagen synthesis in the context of osteogenesis imperfecta,WP:WP4786,0.033994215,1.468594989,31,35,1,61498,E9PKH2,
WP,Regucalcin in proximal tubule epithelial kidney cells,WP:WP4838,0.033994215,1.468594989,33,35,1,61498,P62736,
WP,Inflammatory response pathway,WP:WP453,0.033994215,1.468594989,31,35,1,61498,P11047,
WP,Statin inhibition of cholesterol production,WP:WP430,0.033994215,1.468594989,33,35,1,61498,Q07954,
WP,Amyotrophic lateral sclerosis (ALS),WP:WP2447,0.037262655,1.428726207,37,35,1,61498,P04040,
WP,Oxidative damage response,WP:WP3941,0.039412098,1.404370448,40,35,1,61498,A0A0G2JL54,
WP,Tryptophan metabolism,WP:WP465,0.04051582,1.392375362,42,35,1,61498,P04040,
WP,Glycolysis and gluconeogenesis,WP:WP534,0.041573326,1.381185231,44,35,1,61498,P60174,
WP,Malignant pleural mesothelioma,WP:WP5087,0.041589855,1.381012596,433,35,2,61498,"P11047,P62736",
WP,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,WP:WP4534,0.042664601,1.369932312,47,35,1,61498,P62736,
WP,Apoptosis-related network due to altered Notch3 in ovarian cancer,WP:WP2864,0.045392567,1.343015252,52,35,1,61498,Q8NC51,
WP,CCL18 signaling pathway,WP:WP5097,0.045392567,1.343015252,52,35,1,61498,P62736,
WP,Interferon type I signaling pathways,WP:WP585,0.046255896,1.334832901,54,35,1,61498,D6R909,
WP,Oxidative phosphorylation,WP:WP623,0.046258457,1.334808862,55,35,1,61498,K7EJP1,
WP,Complement and coagulation cascades,WP:WP558,0.046260477,1.334789896,56,35,1,61498,A0A0G2JL54,
WP,AGE/RAGE pathway,WP:WP2324,0.050884275,1.293416409,65,35,1,61498,P26038,
WP,Endochondral ossification,WP:WP474,0.050884275,1.293416409,64,35,1,61498,E9PKH2,
WP,Endochondral ossification with skeletal dysplasias,WP:WP4808,0.050884275,1.293416409,64,35,1,61498,E9PKH2,
WP,Androgen receptor signaling pathway,WP:WP138,0.064472522,1.190625343,87,35,1,61498,D6R909,
WP,Allograft rejection,WP:WP2328,0.064472522,1.190625343,86,35,1,61498,A0A0G2JL54,
WP,Clear cell renal cell carcinoma pathways,WP:WP4018,0.064472522,1.190625343,85,35,1,61498,P60174,
WP,Electron transport chain: OXPHOS system in mitochondria,WP:WP111,0.067020514,1.173792243,92,35,1,61498,K7EJP1,
WP,Small cell lung cancer,WP:WP4658,0.068085188,1.166947359,95,35,1,61498,P11047,
WP,lncRNA in canonical Wnt signaling and colorectal cancer,WP:WP4258,0.069114172,1.160432892,98,35,1,61498,P61978,
WP,Complement system in neuronal development and plasticity,WP:WP5090,0.069742868,1.1565002,101,35,1,61498,A0A0G2JL54,
WP,7q11.23 copy number variation syndrome,WP:WP4932,0.069742868,1.1565002,102,35,1,61498,K7EJP1,
WP,DNA damage response (only ATM dependent),WP:WP710,0.073960485,1.131000249,110,35,1,61498,P04040,
WP,mRNA processing,WP:WP411,0.0754722,1.122212988,114,35,1,61498,P61978,
WP,Cell cycle,WP:WP179,0.075673169,1.121058078,116,35,1,61498,B4DJF2,
WP,22q11.2 copy number variation syndrome,WP:WP4657,0.077110818,1.11288469,120,35,1,61498,P62736,
WP,TGF-beta signaling pathway,WP:WP366,0.081557445,1.088536386,129,35,1,61498,E9PC84,
WP,Endoderm differentiation,WP:WP2853,0.082859341,1.081658524,133,35,1,61498,P11047,
WP,Male infertility,WP:WP4673,0.084899274,1.071096026,145,35,1,61498,P04040,
